comment,encoded_label
hi can you please bring data engineer roadmap,0
got headache after watching this video,0
can anyone tell me how can i contribute to open source data analyst data science project,0
what about ai engineer roadmap for i have a software engineering background,0
very good job mate i am really thrilled thank you so much,1
i try to follow you and i realised i want to be a data analyst the problem is i dont want to pay for separate topics like i have to pay for excel again for sql again tableau python and all other topics just to be a data analyst,-1
hello sir im a odoo developer and i went to become a data scientist in next month is that possible with my currents to job,0
please make a vedio of road map to become a data engineer,0
i have completed all these courses but still not getting job even internship i am acca qualified my job is good in accounting and finance but i wanna come to data analysis and data science field,1
make a roadmap to be a ml engineer i,0
hi sir i have a logistics background but am interested in power bi and tableau and sql is it possible to get a job in data analytics my educational background is mechanical engineering passed out sir kindly suggest me sir,1
do we need to learn machine learning as well,0
please this video translate into hindi and post this video roadmap,0
is the course ment only for freshers,0
hello sir my heartful of appreciation and gratitude to you for your dedication toward this field and hardwork towards quality contentwe just want tableau in detail in playlist format because many companies are asking for the same in skillset and how much sql and descriptive and summary stats is needed to be land as fresher in this data driven field just asking because having very less time in hand than monthsyour reply to this comment will surely help me out thruoghout my data analytics journey,1
sir can you please provide us a series on web scrapping or how can we get data from online platforms plz plz plz,0
thank you so much sir god bless you blessings from italy,1
also for data engineer please,0
thank you so much sir that was very helpful,1
sir according to you do we need to learn eda for data analyst roles as fresher,0
sir i want internship on data analysis,0
really great video thanks a lot,1
dhaval sir you are superb at explaining the roadmap of data analysis by the way i have much knowledge of the things you explain in the video which are important requirements for a data analyst but i dont have any idea about the specific roadmap of data analysis which you cover in this video thanks for sharing this valuable content,1
your videos are incredibly informative and legitimate sir hats off to your efforts hardwork that you add in your videos,1
data analysts vs cloud engineer which easy,1
thank you so much for sharing this useful video,1
sir i need counseling about the course can u pls share your contact number so that i can speak to you before enrollment,0
where is the pdf,0
inspirational,1
really you are exceptional thanks alot,1
is becoming data analyst in this ai and chatgpt era will be safe job for upcoming years,1
thank you for sharing such useful info i am and i work for a us medical billing company which is outsourced to india my question is i did my bca and wanted to be in the technical field but unfortunately didnt get to enter but till date i am not satisfied with what i am doing could you please advise me if i can start with data analyst please do share your views,0
thank you dhaval sir i have wasted a lot of money in another boot camp my bad i was not found codebasics before joining that bootcamp but now im suggesting codebasics to others who are asking me about any best bootcamp,0
hello sir i have completed my bcom should i learn data analyst course but i dont have any experience in other domain also,-1
sir we need a video on data science roadmap,0
sirim from pakistan and i wanted to express my appreciation your roadmap video for becoming a data analyst is exceptional ive been following this guide and its been incredibly informative thank you for creating such valuable content,1
what is core skills,0
i also follow your road map of data science,0
hi hemant very true yes its take months hrs to become a data analyst perfect guidance thank you stay blessed,1
sor what will u advice i am in third year shkukd i need to go for webdev or data science field sir,0
tell me about yourself how did you two get the job,0
hello sir currently im working in a sale at age i want to be in a da but due to my job its a little bit difficult to make a time so i planned to quit my job and focus on learning da and im nonit background so it will be a good discussion,0
hi sir i have graduated in from civil engineering branch i have years of experience in construction industry after that i made a transation into it industry as a front end devloper with years of experience but after that i took break for government exam preparation but it didnt worked according to plani have months of employment gap now can i get job in data analytics please sir guide me in this,0
great will be data analyst in thank you sir,1
thank you sir for the roadmap can you also provide some information about web scraping,0
mr dhaval im from central africa and i can assure you that i love the work you do you are really fantastic thank you very much,1
thank you is there a similar data engineer roadmap you know of,0
thank you for sharing your knowledge i appreciate that your videos have been beneficial to me could you please create a roadmap for becoming a data scientist,1
hi dhavali have years experience in qamanualautomation if i switch my career to da then can i get a job in da as per my experience salary please guide me,0
this video was incredibly inspiring youve made me excited to start my journey as a data analyst your passion for the field is contagious and your tips and advice are invaluable thank you for sharing your knowledge,1
hats off to you sir really very informative video ill follow this,-1
sr i am from pakistan and watching your content regularly and it is very valuable and helpful specially your data analyst bootcamp,1
i have a honest question sir should i still learn all these multiple tools while i have access to code interpreter would it not be easier to learn the core skills and use code interpreter and noteable plugin as my perfect tool as a data analyst i will appreciate a detailed answer thank you so much sir,1
thank you sir for such guidance if possible please make a video on machine learning roadmap it will be great,1
please bring data scientist rodmap and free source for learning,1
sir can you recommend some platforms for applying data analyst jobs for freshers please,0
it is a structured way to learn where we find the right track thanks codebasics for this valuable information,1
sir please bring data science coursewaiting,0
sir im a recent graduate on bsc statistics i dont know what to do now currently im learning fronted web development and im bored of it can my degree help me to learn data analytics please give guide me sir and give me some suggestions,-1
im a nd year bsc mathematics student interested in pursuing my career in data analytics im going to follow your roadmap with a slight change of hrsday and months in total so that i could copeup with my college too after months im deciding to do some projects and build my portfolioso that after completing my graduation i will have readily join a job im thankful to you sir,0
i am ready for lets go good luck everyone and happy studying,1
where do i get a to z such like this organizer,0
hello sir thank you for the very helpful video did you will do the same for data scientists,0
please make video on data scientist roadmap,0
thank you,0
hello everyone my self kuldeep i am persuing bms from delhi university nd year i will be starting my journey following this roadmap from th january if anyone wants to join for group studies can reply open for group studies,0
sir please do a video about roadmap of machine learning engineer,0
dhaval sir you are a star your bootcamp is one of the finest course that i have come across i would like to collaborate more through learning and showcasing my analytics skill thank you so much,1
very impressive all tutorial included but one more skill add english language somebody good learner but due to english language if can possible hope you should make a video asap for this content,1
please bring data scientist roadmap,0
chandoo,0
please also bring roadmap for data scientist,0
thank you sir you change my life,0
thankyou so much sir for such a good guidance if possible please provide some free live project tutorial or dataset so that we can add them in our resume,1
motivating with your skills is a large enough this will give the boost to aspiring data analysts thanku for such a wonderful video that u have made and providing insights to become a data analyst,1
can you make an updated video for datascience road map,0
sir kindly also do a video on data scientist ai engineer roadmap for please,1
key takeaways for quick navigation the roadmap requires months of hours daily hard work and commitment to become a data analyst no unrealistic promises week focuses on researching to avoid data analytics course scams from instructors with no industry experience learning both tool skills like excel power bi and core skills like linkedin profile building is key avoid data analytics courses from youtubers with no real industry experience making false promises excel skills to focus on formulas pivot tables basic charts ignore vba macros as power query replaces them use excel templates like monthly budgets to learn realworld excel while benefiting yourself learn power bi over tableau as per gartner and use free guided projects on youtube build an online project portfolio to showcase live interactive analytics work to interviewers keep python and pandas optional but they boost data analyst career opportunities free pdf checklist available to download commitment is key to learning data analytics made with harpa ai,0
such a great and cool explanation thanks a lot,1
thanks code basics team for the continuous update on data analysis domain your resources are very needfull,1
best channel thanks for your great help over the years,1
good evening sir,1
sir hame aapke join hona hi,0
hey dhaval you are doing a lots of efforts to us you are the best please keep doing this is really very helpful,1
hi,0
test,0
last sentence was for lavani,0
yeah there are lot of scams going oninstead refer project based learning and we have a lot of end to end projectscourses on data courses,0
actually self learning is the best learning,1
awesome advice by industry veterans codebasics has quality content that too for free,1
best advice completely agree on last sentence,1
accepted as a best advice of,1
yg ga dialog cari memilih yg benar suci dinraka yutub mualaf i d dll,0
i give a try on th project and it was so difficult even i cant complete first step but i will learn definitely,0
hello sir can you do a video on automating data analysis with generative ai i saw this in job ad and wanted to know in detail how this works thanks,1
i will definitely gonna do it,0
participation link as per youtube new policy links are not clickable so you can copy paste in laptop and use it,1
you you you and you are fired,0
adtiya jaten shrma lady dont know,0
me actually learning sql in days,0
betx lokesh lalwani,0
no kachuwa harmed,0
its also a big scam because of small amount people are paying why people dont understand no skill can be developed in minutes hour or day we need much time to develop any of the skill stop scammers and webinars dont pay guys,0
no aditya katwe harmed in this video,0
so many ads like this,1
code basics team has decided to grill all the influences in the data analyst field,0
true story,1
it is very unfortunate but it is reality,-1
yes its true seeing daily those ads,1
unfortunately thats reality and so many new folks fall for those things because they want to get into careers fast it will take months to learn enough of a tech to the point where anyone will hire you,0
please i beg you to not join that ads they are such cheaters that u pay for hours masters class and they teach u for mins that too nothing great in that mins and rest and half hours they tell about why there paid course is the best rupees waste,1
thank you sir for making this important message,1
can i have this full video link please,1
hi sir which is best cloud for data analyst,1
this is not a good carrier for fresher i wasted my months of learning all skills related to data analytics ive shouldve gone for web developer or something elseand theres no fresher job for data analytics too in job portal like linkedin theyll show the entey level but still they ask for some years of experience and skills like a professional analyst,-1
being in banglore as a fresher still not getting jobs in data domain,0
very nice,1
hlo sir i have worked in non it background for years now i planned to switch it field so i choose data analytics role da have future and how to get a job need your advice,0
sir what would be the salary range of a fresher,0
when i learning through mobile itself means what i hav to do to avoid distractions,0
what is mean by focus blog,-1
kya data analytics me future hai,0
folks for the full video please click on the text just above the title of the shorts you will see is data analyst a good career written there clicking on it will automatically direct you to the video if you are not able to see then use this link as per youtube policy links are not clickable you can copy paste and use it,1
where is full video link sir,1
superb,1
whattaa share,0
absolutely true,1
sir i am a little confusedthat is your data analyst bootcamp for beginners or who also has knowledge about data analytics tools i am a beginner n i dont have any prior knowledge about data analysis but i want to be a data analyst so sir is it beneficial for me to purchase data analyst bootcamp pls reply me i am too confused,-1
your personality is magnetic,0
sir am a bcom graduate student and i want to become data analyst is it good to pursue and can a right field for me,1
exactly what i needed to hear,1
absolutely true,1
thank you so much for this short,0
i have been crying about this right now and came across with this short thank you so much for encouraging,0
thank you for this truth,0
ok i red it too but we need data analyst book or change the description,1
read the bible,0
i ordered the same book from flipkart days ago,0
this book is completely populist shit i was not expecting it from you,0
my favourite as well,0
my son told me to read this book years ago i think its finally time to make the time,0
salam dear ive done my bachelors degree in computer science with cgpa even im a medallist as well since after the year of graduation i didnt get any job as im unemployed more than a year how i can get a data analyst job remotely im from pakistan,1
elasticsearch tutorialintroduction anytime soon,0
sir is there any chances to decrease price of data analysis o,0
usually i dont comment but i really liked how you backed up your advicetips with genuine examples hats off,1
hi ji myself hr one candidate called me today he said he has learnt data analyst course through some small centre now they are asking him money to place him in a job we cannot trust the institute right ji,0
hi for data analyst jobs freshers will get aptitude assignment or technical assessment on which one fresher has to concentrate more,1
thank you,0
i cant see any checklist pdf in the description its been an year may you remember it please help sir,0
please some one help me out because this road map pdf file is removed how can i access to this road map,0
i am grateful to the entire team for their outstanding guidance,1
can a marketing person switch to data analytics,0
i have years gap due to government job and i just completed data scientist bootcamp will i get job anyone please please answer,-1
you are amazing sir you are provide a right direction,1
where can i download your ats resume template,0
i want to become an data analysis but i dont know any thing about this course how to make it,0
i have never seen such an informative video can i please have your linkedin profile,0
hi i did the data analyst course after graduation as civil engineer i dont know what to do now being a girl i face deficalty finding job in civil an now as data analyst what should i do,0
this video is really for freshers,1
really helpful,1
a heartful thankyou for your instructions sir i have a question for you can you tell me the template of resume that you shown is better buzz one my professors told me that the template should be attractive like from any website,1
thank you sir for doing this video,0
thank you for doing this video,0
thank you for providing such a comprehensive roadmap for data sciencerelated jobs,0
thanks a lot for this vedio,1
dope stuff,0
if k in social media is the goal then most people will stay jobless another question why will anyone do a job if their youtube and social media videos are that good its like hiring businessmen and entrepreneurs,1
any course for data analytics kindly update,1
did anyone got the job as a fresher in da,0
thank you so much sir,1
hi dhaval nowadays people want to hire freshers with skills level of an experience person how does that justify into being hired as a fresher can you help me with this,0
is this work in uk marketas a fresher,0
hi sir thanks for the valuable insights i want to ask is this relevant for a fresher with year gap after graduation i have decided that i wanna be a data analyst but there is self doubt because of two year gap,1
can anyone share me the link of document sir is saying in the videoi cant find in vidoe description,0
what do you think if someone follow dis roadmap how much time it would take to complete dis,1
hats off to you such an amazing person you are doing a great job and helping thousands of people with your free guide without any promoting paid courses keep it up man,1
thank you so much for detailing all those things sir,1
eligibility criteria,0
i just came across your channel recently and just wanted to say a big thank you for your work man its really helpful cheers from portugal,0
scam alert upgrad course guarantee placement placement job assistance scam scam fraud very important read upgrad traget only your money not career they only call you to purchase this course if you purchase they will not refund your money and they will not give you placement they are not worried about your careerye upgrad data science bhi same hai i spend lakh rupees for guarantee job and assistance but they are not scheduling single interview and talking rudely shame on this kind if institute course no one placed from my batch and previous many batch do you know placement its out of people will place but they will show you as placement ratiofk wastage of money and time fk im very my career is completely distroyed even so many students career distroyed because of upgrad shame on you upgrad shame shame on you i have all the proofs so please before joining message me please i will save you and guide you each and every step dont ignore if you ignore it will be very difficult and your money and time will lost,0
thank you ive decided to continue to go back learning data analyst skills from your roadmap ill go back here if i finish anything than you codebasics never found a free structured step by step process on how to become data analyst down to minutest detail i really appreciate it also ive realized that your roadmap and fresher guide are applicable to other industries aside from data analystscience roles im just amazed,0
i want to start my data anylst course from a institute so what should i do is there scope in this field,0
hi i am from guntur andhra pradesh i like to work in hyderabad telangana i am a th fail student and passed out in corona degree discontinued years ago can i get a data analyst job as a fresher in,-1
you the best,1
hello sir i am completing my data anyalatics essential course from cisco can i get a job if its true then how i can apply for a job,1
hello guys this is such a knowledgeable video i want to ask where you guys are learning data analyst as not everyone can afford the paid courses kindly mention or share link thank you,1
i appreciate you it was valuable information i am a fresh data analyst and i need some advice please give me some extra advice for getting job in canada market thank you,1
great,1
hi currently im in digital marketing domain and needs to work in data analytics part can i be able to do the same,1
that was so helpfulexpecting more videos like this,1
can anyone send me the pdf file,0
sir ji maine bca kri hui hai pass out hu years career ka gap hai kya m data analytics krke achi job pa skta hu,0
and i got ad of rs wala master class,0
thank you sir,0
hii sir i have a question i dont have any degree in my hand so can i do data science will i get a job without a degree i am ready to work for this,1
i am applying for data science roles in many companies i am getting call from them but interviews are not getting scheduled can you guide me on this please,1
stumbled upon a hidden gem in the data analyst realm this wizard shares jobgetting steps and drops knowledge bombs that i havent seen from the millionfollower gang quality trumps quantity and this analyst proves it with each video feeling like i found a treasure trove datamagic qualityoverquantity the great mentor dhaval sir,1
this video is a great guide for me i took the google certificate but when i came to the case study i could not solve it i didnt know where i start from i felt lost i wish you could help me and tell me what should i learn to solve any case study by the way i am graduate from the faculty of commerce and i love the analytics world and decide to make a career shift my dream is to land my first job as a data analyst thank you advance,1
very beneficial video sir thankyou so much for your efforts,1
i found this video very useful i am going to start learning it from todayi just a doubt can we use chatgpt to generate linkedn postor it is not considered as good practise for beginners,1
i didnt find any pdf on description can you guide me where is this pdf located,0
im from hospitality background and i am currently working in customer service domain since years and there i got familiar with the data visualization and reports i want to switch my career into data analytics field is it possible and if it is possible do i need to do some degree like mca or any suggestions where i can start my journey,0
sir do you have openings in your company,0
sir can u suggest some good plans to upgrade in technology i have good years experience of excel and vba,1
after completing this data analyst course from this roadmap can i crack google or any other big companies interview,0
any best offline institute for data analytics in mumbai,1
thankyou so much for this video after watching this video i got a path of finding job ones again thankyou,1
tableau or power bi,0
sir how can we get industry person information is that genuine or not,1
sir i am business developeri know there is no gurantee after this course but would you please convince me that i will get a job even in startup or in small scale size company i am asking this because i am damn serious about this coursedont take me wrong sirpls pls pls reply me asapi am and bachelor i hope you can feel my feeling,-1
sir what do you think of an intern opportunity what im not sure about is wether its a showcasing problem or lacking of working experience especially for an foreigner to the us great video as always thank you so much,1
stipend,0
superb stuff sir,1
your video will absolutely help me land a job in the data analyst domain thank you so much,1
i checked the ats score ofyour sample atsfriendly resumes in jobscan and resume worded got a low score in js and score in resumeworded according to my knowledge an ats score of or above is required but the resume syou have attached has got a very low score pls explain this to the your audience including me,0
thank you very much sir,1
sir will you help me out how start learning i am not able to start where to start which language i need to learn in which platform i should practice plz give me a guide and process sir,-1
im preparing to start a new career in data analysis after a long gap im a yoga therapist now hope im persistent and motivated all thru my journey until i become one of those ppl good info gives some confidence thank u pls keep guiding us,1
are udemy courses a good option to learn data science and if not then please share some another option,1
greetings sir i have some questions that i am working as service desk engineer and i want to change my career as a data analyst problem is that if i completed the course then what should i mention in cv i had years of experience if you guide me it will be helpful for me,0
thank you for this information it is very insightful this is real industrybased experience,1
hello sir im in my last year of engineering and want an internship in data analytics but it is getting difficult for me to find an internship in a good company can you please guide me to solve this problem,0
i also wanted to share my experience with f hirethis tool is a lifesaver for international students seeking hb jobs providing current hb history salary data everify history and sponsorship availability analysis and the ai resume matching highly recommended,0
this is a game changer sir i really appreciate your efforts,0
sir you told that this december month your launching the data science course can you please release the date of the course launch,0
thank you,0
sir i am years old and want to start as data analyst i am pass out and no work experience,0
it was helpful,0
sir thanks a lott from today i follow your scientific approach once again thankyou soo much sir,1
great sir thanks,1
for anyone who already tried working on the unguided project for a new starter how do we know that the result of our dashboard or analysis is correct or on the right track,1
sir can you make the same video for the data scientist position,0
if you can afford it financially i would also recommend looking for internships in data analytics,0
sir can u do this kind of videos for machine learning or deep learning or any another ds for a fresher can land on there job pls help me i am also faceing this problems,1
im a year old girlafter finishing my college i studied excel pythonpandassqlpower bi and some analytical skills for months after a month i placed in a one of the mnc company as a business analysthis videos are most helpful for my career and his data analyst roadmap is very useful for getting a jobtry this roadmap for month consistently without procrastination you will get a job,1
i am not abble to open your guided and unguided projects how to access it,0
this information is most useful for a fresher who want to get a job in data analytics portfolio thanku sir,1
sir agar career transition kar rahe h to resume me kaise show kare because banking domain ka yo yr exp h par technical skill ki to basic knowledge h,0
super roadmap sir ive started learning since months ago following your guidance i hope soon ill meet your requisition,0
is a hard for non it background to get a job,-1
sir my birth date yr old iam working in bpo last yr i wanted to join your course so that i can my job profile can i get job in data analytics in this age kindly reply i already asked this question in your some vedio,1
its helpful,0
you are a father in data analytics,0
thank you so much sir such a nice and informative video,1
i have learned tableau is it enough for data visualization or do i need to learn power bi as well,0
i am glad i found this video on time still feeling i m days late thanks universe,1
sir i am bsc graduate with maths so is it possible to get job in data analyst,0
can you please provide the pdf,0
thank you sir your video has been very helpful you are one of the few content creators who give about realistic view of what to do to get things done in this field really appreciate mentors such as you to give the right guidance,1
sir mene msc cs letral kiya hand data analyst ka course krna chahti huand work from home job mil skti h kya,0
does this apply for data scientists also,0
can you please make a video for data science as well,0
hello sir if i buy this course in india then travel to some other country will i be able to access the course from anywhere,1
may i get the pdf link please,0
how can one get the power bi subscription to be able to publish dashboards i am unable to get one as it requires work email address and not a personal email,0
you not only movitate but also show the right direction hats off to you,1
hi sir greetings i have a query from end actually i have a fiveyear gap between my ug and pg my pg was completed in after that i completed one internship in a web developer now im looking for a job but im not getting interview calls from recruiters please can you suggest if i will enter into a data analyst role what is the scope is there any chance of getting an analyst after this career gap,0
hi i have one question can you tell me what all maths topics are required for data analyst,0
i got extra motivation from watching this video sir not only motivation i also got the guidance of how to arrive at the objective i have been working hard on learning as a da hopefully next year i get offers for internships or as a junior da bunch of thanks,0
sir i am learning a lot from your data analysis thanks a lot,1
is it a data analyst need to be a good presenter,1
thank you for this video,0
thank you so much this video is so good i want to learn how to make my portfolio to showcase my projects and dashboards,1
thank you so much for your efforts,1
respected sir why are you not providing challenge projects with respect to data scientist on your website,0
i am absolutely agree with you its real harsh truth,0
thank you so much,1
best roadmap with an apt research and detailed points to ace a hustling journey to land a job in a field of data analyst,1
thank you so much sir it is a valuable thing you are doing,1
this is the best video ive come across on youtube regarding the data analyst career path ive been following this channel for a year now every question i had about the field has been answered through these videos and the advice given is simply the best,1
where is the pdf link sir,0
hello sir i have joined bootcamp n discord but now on discord its asking to claim account n i dont remember the password plz help,0
thank you so much sir,1
thankyou siri get motivated from your video,0
good one fyi im using codebasics data science roadmap great work,1
hello sir there is statistics required for data analyst im belonging to msc biochemistry background,0
wow from a day or two i was getting frustrated so much but i dont know the reason for this and today i see your vedio and then i realised why,-1
please the resume format for the fresher let helps alot plz,0
thank you very much sir,1
probably most genuine video how the things actually work in real world job scenario thank you dhaval sir,1
i had the same question in my mind yesterday and codebasics family delivered exactly the video i want thank you so much,1
you are not only a mentorteacher you are a father in data analytics,0
i wonder if this possible without a college degree,0
all my questions are answered now i got to know the mistakes i didthank you so much sir,1
please make video on data engineer roadmap,0
please prove that resune n linkdin check list n resume template al fike that u mentioned in video except project,0
sir this time we are facing the worst placement season ever in iit i am losing my hope and dont know what to do now i am loosing my hopes please help me,-1
thank you for sharing this insightful video team,0
hello sir thankyou for providing such information can u plaease share all th link which u tell in videos like templatedinain knowledge link,0
can u pls share resune template link,0
game changer video for data science aspirants thank you for this sir,-1
thank you so much for sincere guidance from pakistan,1
this video is an absolute gamechanger dhaval patels guidance is nothing short of brilliance its the holy grail for aspiring data analysts after watching it i feel like ive unearthed the secret treasure map to success dhaval patel youre not just a mentor youre a beacon of wisdom in a sea of knowledge this is the definitive guide and im pumped to be on this journey with other aspirants thank you dhaval patel for turning our aspirations into reality,0
sir is it worth it to learn data analytic in what is the future of data analystsome of my frnds who live in bangalore told me thatthere is a no jobs in data analytic knowbut youtubers just making a video for his channel just for viewsor he is just selling a course through youtube for making money im really confused,0
sir hiring kb aayegi iss trh se market rahega to ladka log frustrate ho jayega,0
thank you sir,0
hello sir thanks for talking about the current trends since youve explained clearly that data analyst field is competitively tough for entry level peopleis cybersecurity analyst job having higher job landing probability in current times,0
i am learning data analyst skills in my mind i have coming so many doubts like which type of projects is good to do for resume for example power bi projects in your channel is those are enough or require anything more like these doubts i am getting and for mysql i didnt find the projects well which are related to data analyst role,1
i was losing hopethat even after upskilling i wont get jobbut im never fail to be impressed by a mentor like youthank you,1
keep going you are doing an amazing job man there is no other channel on youtube that gives such valuable information free of cost,1
sir i tried my best to learn from free course but its useless now i take admission for data science and data analytics course,1
hello i am unable to download that file,-1
thanks for this roadmap it will help most of our data enthusiasts,1
power bi or tableau,0
really love your realistic view love you always,1
where is the pdf,0
is it right to adding companies project name can create an issue for a candidate,1
one of the best video regarding roadmap trend,1
hi,0
good evening sir,1
halo everybody,0
hello,0
project video link as per youtube new policy links are not clickable so you can copy paste in laptop and use it,1
barhyiya,0
when can we get data science boot camp,0
dear all i can definitely say that this is one of the best data analysis bootcamp you will ever findthe codebasics team has done a very great job creating this bootcamp thanx to my friend who had recommended me this course,1
data analyst bootcamp as per youtube new policy links are not clickable so you can copy paste in laptop and use it,1
aggression nahi tha manjunath yaar,0
ill submit the project challenge soon,-1
participation link as per youtube new policy links are not clickable so you can copy paste in laptop and use it,1
power bi does not work in mac,0
learnt tableau i didnt do enough research,0
sir please make video on how solve most occurring common errors in mysql and phyton,0
nice,1
what about effect of ai,0
data analyst is not a technical role so no need to say tech stack,0
bro i have enrolled for data analyst boot camp i am yrs old and completely from non it background with diversified experience in different industries i should have transitioned my career path few years beforebut in my previous experience i got a chance to work with sql in banking domain so with that hope i would like to switch it for my better career path down the line i have recently moved from us to canada due to visa reasons and not seeing any openings for data analyst which is little threatening mewith all the hope i prepare my mind to learn would like to know how do you feel that this path will work to enter into this industry with age and experience in different industries,0
how many things do you have in your tech stack now comment down below,1
ms excel power bi sql python pandas,0
full video link as per youtube new policy links are not clickable so you can copy paste in laptop and use it,1
really amazing journey,1
when full video will release,1
sir as a fresher i want to learn dsa which subjects should i start first,1
girls are geting esly jobs in any industry,0
but some of her videos i feel she regrets working in analytics like with time and after real job she is not loving it anymore,0
cant wait to watch two of my favorite data concept teachers come together,1
her video was the very first video i watched about data science,1
inspirational,1
sir can you tell about ai tools that are specifically made of data analyst profile like julius ai does these kind of ai tools possess threat to data analyst job,1
full interview link as per youtube new policy links are not clickable so you can copy paste in laptop and use it,1
great looking forward to it,1
finally a straight forwards answer im subbing,1
partha principal,0
i wait for every day short video sir though it is just a minute you share the fruitfull info thank you so much,0
but when coming to interview we should learn everything,0
nice nice,1
cfbr,0
thank you hemanand and codebasics i needed to hear this right now,1
what is the hack for continuity for learning in data field got distracted and frustrated when any error or any topic is not understandable how over come with this please help,-1
just copied style from geeks for geeks,0
eni maa ki,0
i think its naveen bro everytime doing some new things,1
take screenshot and go to google lens and then click on text and copy url and paste in browser,0
very creative sir thank you so much for all your videos lots of love and respect,1
its a good idea to spread,1
wow,0
get the bootcamp at until th dec the price will be from th dec data analyst bootcamp as per youtube new policy links are not clickable so you can copy paste in laptop and use it,1
ufff,0
awesome,1
nice nice,1
how to know the business for an inexperienced person from a different field,0
after seeing your videos i feel inner happiness that i am on the right path sir will your help to share from where can i get real business problems more,1
amen it is importantto learn every single day not just for trivial not to just say you know not for the teacher or the diplomacertificate for you to learn to serve yes there are those like doctors nurses etc healthcare plumbing and electrical maybe construction and others,0
is it important to do ms for data scientist,1
can we only attach this chatbot with this food app only like i want to do my mba data science capstone project plz reply how can i do,0
thank you sir,0
project link as per youtube new policy links are not clickable so you can copy paste in laptop and use it,1
sir i am planning to buy an data analytics boot camp is there any one can guide me through queries,0
great advice,1
very cool and correct,1
youre so right so right it seems that you are taking about me,1
this host sucks the previous one was full of energy,0
im on this table,0
thank you for your advise brother,0
its actually problem for me thanks a lot,0
thank you sir,0
free,1
for all can afford easily,1
rupiya dega,0
rupya dega,0
last guy was setupati,0
freee,0
free,1
please make it below,0
inr,0
k,0
please make it more affordable sir inr,1
rs,0
its us am i right or am i right,1
free,1
the data analyst bootcamp once one has applied to the coursehow long does one have access to it or is it limited,0
free,1
usd,0
i have already taken the bootcamp do i need to pay more for,1
free,1
if it is comes at low pricethen salute to codebasics for providing thank you in advance,0
were thrilled to announce our data analyst bootcamp with some awesome new features power bi post job guidance live expert webinars project portfolio website smart job assistance portal guess the new price currently it is inr share your guess in the comments deadline th december dont miss out on this amazing surprise your guess could make a big difference data analyst bootcamp as per youtube new policy links are not clickable so you can copy paste in laptop and use it,1
inr,0
what is the syllabus of this boot camp,0
ahhwahh what a comparison saying that the power bi is excel on steroids,0
i am fresher my domain is civil engineer can i be data analytics my age is,0
amazing video highly motivating thanks a ton,1
would it be advisable for someone with over years of experience in incident and problem management to pursue a data analyst course at this stage,0
thank you sir could you please guide me how to take data analyst suitability assessment test,0
can an arts student become data analysis,0
can a software engineer swift to data analyst is it advisible im thinking to do maater in data analytics,0
siri wanna be data analyticsbut i have just finished my school them what i wanna do,0
somebody told me job positions and opportunities for data analyst are less will there be increase in job positions and opppurtinities in and future how will be the future of data analyst positions is there any demand please reply and clarify my doubts,0
i am in retail sales and i am open to work with data is this good for me,1
hi hemanth myself m s nagaraja years i worked as a sales manager in pharma industry can i take this course pl advise me,0
im a agriculture graduate if i learn all the required skill like sql python can i able to get a job,1
does sales experience will count by companies while entering in data analytics field does any get hike on current ctc,0
bsc cs or b tech cs which is better for this,1
honest,1
please send a link of this test,0
if we want to become data analyst then what skills you need,0
hi,0
is business informatics data science data analysis same thing if not please make a video in details regarding it shouls i go for business informatics for bachelors will ai take it down,0
data analyst or data engineer which is the best career option,1
i am in life insurance sales from last years i am fed up of this job and industrywant to transit my career in data analyticsgive me your suggestions that ehat should i do,0
bcom non it students is eligible,0
hi kunal i am doing bca from du sol can a du sol student become a data analyst if yes please guide me and give me a road map,0
can i learn data analyst course with continuing my job i can give upto hrs a day,0
i am a sql database developer having years of experience can i switch to data analytics role,0
there are no jobs in data analysis for freshers right now it is business trick by online course websites but in reality no one will get a job,1
hello sir plz ap make a video data analytics finance ki konsi field ja skte hai wealth management ya stock marketdata analytics through konsi field finance pursue kr skte h,0
i am commerce student with no tech background and i am doing acca will data analytics along with some tech skills like python excel and power bi add more value to my acca pls reply am really confused,0
sir please guide me for an entry into the career of data analytics after completing my textile engineering i worked as a production supervisor in yarn spinning mill where i didnt find any growth wrt income till date now at the age of i have started learning powerbi sql excel please provide your valuable suggestions in this regard thanks,0
i am graduate in bsc mpcs can i do data analytics,0
what about work from home in this field,0
hi sir i am yrs old i did my bbm and mba after that i did family business can i know is this right career for me or else can i know what opportunities and paths i have now can you also please suggest me right steps to be taken now to start a new chapter,1
i have a question for you once you learn the skill that i did but past my past experiences it doesnt match to find a job in that scenario what shall i do no one hires u data analysis role with zero experiences how to land to a correct job,-1
pursuing ms in data analysis is worth in,1
i am a years old graduate pursuing data analyst courseis it right time and choice,1
sir i have completed graduation in bsc computer science and am now pursuing mba so i want to ask that should i do online course for data analytics or should i go with sap in data analyticsi will choose business analytics as my specialization in mba final year need your guidance,0
i am a graphics designer is data analyst a good career option for me,1
sir data analysis full course in free,1
you guide amazing and give me a clarity to work as a data analyst thankyou for your suggestion,1
th pass hoo analyst data analyst youtube course private helpful,0
just one question with the hope it gets noticed quickly can a person get a data analyst job with no degree and with just th standard as the highest education if the person has a great grasp on these tools and skill can they crack the interviews just with knowledge and skill and no degree at all,1
